Title/Subtitle,Checkouts - Local Patrons,Checkouts - Visiting Patrons
Interrupting chicken,27,2
Interrupting chicken and the elephant of surprise,1,0
Interworld,1,0
Into the blue : how to draw,0,0
Into the dorkness,4,0
"Into the firestorm : a novel of San Francisco, 1906",2,0
Into the gauntlet,44,1
Into the Land of the Lost,9,0
Into the mist,2,0
Into the Mummy's tomb,10,1
Into the wild,30,0
Into the woods,7,0
An introduction to chess moves and tactics simply explained,6,0
Invaders from outer space : real-life stories of UFOs,6,0
The invasion: Animorphs # 1,7,0
Invasion of the Mind Swappers from Asteroid 6,0,0
Invasion of the normals,21,0
Inventing the future : a photobiography of Thomas Alva Edison,1,0
Invention,3,1
The invention of Hugo Cabret : a novel in words and pictures,51,1
Inventions,0,0
Inventors,0,0
Invertebrates,0,0
"Investigating the scientific method with Max Axiom, super scientist",12,0
InvestiGators,0,0
El invierno,6,3
El invierno del hechicero del hielo,4,0
Invisible,5,0
The invisible boy,12,2
"The invisible Fran, Franny K. Stein, Mad Scientist #3",33,0
The invisible island,33,0
Invisible oink : pig jokes,10,0
Invisible Stanley,4,0
The invisible thread : an autobiography,0,0
[Iosif i subbotn︠i︡a︠i︡a ryba] = Joseph and the Sabbath fish,1,0
Iowa,4,0
Iowa,7,0
Iqbal : a novel,0,1
Iqbal and his ingenious idea : how a science project helps one family and the planet,2,0
Ira says goodbye,1,0
Ira sleeps over,0,0
Iraq,2,0
Ireland : a picture memory,4,0
Iris y el cachorro de dragón,3,0
The Irish Cinderlad,16,2
The iron giant : a story in five nights,2,0
Iron hearted Violet,8,0
Iron horses,4,1
Iron John,0,0
The iron ring,0,0
The iron trial,39,0
The ironwood tree,0,0
The Ironwood tree,1,0
The Iroquois,2,0
Iroquois Indians,0,0
Irving and Muktuk : two bad bears,0,0
A is for Africa,2,0
A is for angry,1,0
A is for astronaut : space exploration from A to Z,2,1
O is for orca : a Pacific Northwest alphabet book,2,1
Is my friend at home : pueblo fireside tales,7,1
"Is that you, winter : a story",16,4
Is there life on other planets? : and other questions about space,7,0
"Is this forever, or what? : poems & paintings from Texas",0,0
Isaiah Dunn is my hero,10,1
Isaiah Dunn is my hero,10,1
Isla,4,0
Islam,3,0
Islam in Turkey,7,0
Islamic festivals,6,0
Island : a story of the Galápagos,2,0
Island : a story of the Galápagos,22,0
"Island. Book one, Shipwreck",3,0
"Island. Book three, Escape",0,0
Island of doom,2,0
The island of Dr. Libris,1,0
Island of Dragons : the twelfth adventure in the Kingdom of Fantasy,15,0
The island of monsters,2,0
Island of the aunts,4,0
Island of the Blue Dolphins,16,3
Island of wild horses,7,0
The island stallion,1,0
The island stallion races,0,0
The island stallion's fury,0,0
Island trilogy,3,0
Islandborn,10,1
Islands,0,0
Islands,5,0
Islands,25,0
The isle of illusion,3,0
The Isle of Mists,9,0
The Isle of the Lost : a Descendants novel,3,0
Israel,0,0
Israel,1,0
Israel : the culture,0,0
Israel : the land,1,0
Israel : the people,0,0
"It ain't so awful, falafel",4,1
"It ain't so awful, falafel",22,1
It came from beneath the bed : tales from the House of Bunnicula,1,0
It came in the mail,8,0
It could still be a dinosaur,11,0
It could still be a worm,1,0
"It doesn't need to rhyme, Katie : writing a poem with Katie Woo",13,0
It feels good to be yourself : a book about gender identity,0,1
It fell from the sky,5,0
It happened in Washington,2,0
It hardly seems like Halloween,2,0
It is (not) perfect,15,0
It jes' happened : when Bill Traylor started to draw,5,1
It looked like spilt milk,6,0
It takes a village,0,0
Italy,1,0
Italy : gem of the Mediterranean,3,1
The itchy book!,15,1
"Itchy, itchy chickenpox",8,1
It's a book,6,1
It's a dog's life,2,0
"It's a dog's life : how man's best friend sees, hears, and smells the world",8,1
"It's a dog's life, Snoopy",39,0
"It's a round, round world!",1,0
"It's a spoon, not a shovel",1,0
It's all Greek to me,0,0
"It's Christmas, David!",28,0
It's disgusting-- and we ate it! : true food facts from around the world-- and throughout history!,4,0
It's fall!,0,0
It's Halloween,21,0
It's library day,0,0
"It's me, Hippo!",3,0
It's mine!,5,0
It's moving day!,0,0
It's my school,24,1
It's no joke!,0,0
It's not easy being a bunny,18,1
It's not my fault I know everything : by Jamie Kelly,10,0
It's not the end of the world,3,0
It's only Stanley,7,0
It's raining pigs & noodles,2,0
It's shoe time!,19,1
It's snow! = La nieve!,0,0
It's snowing! It's snowing!,1,1
It's time for school with Tallulah,9,1
It's vacation time,5,0
It's Valentine's Day,1,0
It's winter!,0,1
The itsy-bitsy spider,0,0
Ivan : the remarkable true story of the shopping mall gorilla,8,1
Ivan the terrier,7,0
Ivanhoe,0,0
Ivy and the lonely raincloud,0,0
Ivy + Bean,17,0
Ivy + Bean and the ghost that had to go,29,0
Ivy + Bean bound to be bad,24,0
Ivy + Bean break the fossil record,5,0
Ivy + Bean doomed to dance,17,0
Ivy + Bean make the rules,4,0
Ivy + Bean : no news is good news,11,0
Ivy + Bean one big happy family,1,0
Ivy + Bean take care of the babysitter,9,0
Ivy + Bean take care of the babysitter,9,0
Ivy + Bean take the case,10,0
Ivy + Bean what's the big idea?,24,0
Ivy lost and found,4,0
Izzy's tail of trouble,0,0
Jabari jumps,0,0
Jabari jumps,4,0
Jabari salta,3,0
Jabari tries,3,1
Jabuti the tortoise : a trickster tale from the Amazon,17,2
Jack adrift : fourth grade without a clue,0,0
Jack and the beanstalk,3,0
Jack and the beanstalk,3,0
Jack and the beanstalk,3,0
Jack and the beanstalk,6,1
Jack and the beanstalk,9,0
Jack-o-lanterns,9,0
Jack Sparrow : The Coming Storm.,3,0
Jack the giant chaser : an Appalachian tale,5,0
Jack : the true story of Jack & the beanstalk,1,0
The jacket I wear in the snow,0,0
Jackie and me : a baseball card adventure,0,0
Jackie Robinson,1,0
Jackie Robinson and the story of all-Black baseball,2,0
Jackie Robinson breaks the color line,0,0
Jackie's Nine.,1,0
"Jackie's nine : Jackie Robinson's values to live by : courage, determination, teamwork, persistence, integrity, persistence [sic], commitment, excelle",1,0
Jackie's Wild Seattle,0,0
Jackrabbits,12,0
Jack's black book,1,0
Jack's new power : stories from a Caribbean year,0,0
Jacky Ha-Ha,3,1
Jacob's rescue : a Holocaust story,0,0
Jacqueline Woodson,0,0
"Jada Sly, artist & spy",3,0
Jaguar,0,0
Jaguars,26,0
Jaguars,69,1
"Jahanara, Princess of Princesses",11,0
"Jajá, jijí, cuac",7,1
"Jake Drake, bully buster",2,0
"Jake Drake, class clown",2,0
"Jake Drake, know-it-all",1,0
Jake Ransom and the Skull King's shadow,4,0
Jake's 100th day of school,4,0
Jake's best thumb,0,0
Jake's orphan,0,0
Jamaica and Brianna,1,1
Jamaica tag-along,3,0
Jambo means hello : Swahili alphabet book,0,1
James and the dinosaurs,0,0
James and the giant peach : a children's story,20,0
James and the giant peach : the book and movie scrapbook,1,0
James Herriot's treasury for children,6,0
James Oglethorpe,0,0
James y el melocotón gigante,1,0
Jamie O'Rourke and the big potato : an Irish folktale,3,1
Jane Austen,1,0
Jane Goodall,2,1
"Jane Goodall, living with the chimps",2,0
Janey's girl,0,0
[Jaṅgala se ho kara gujarate hue] = Walking through the jungle,0,0
"Janice VanCleave's 201 awesome, magical, bizarre & incredible experiments.",0,0
"Janice VanCleave's 202 oozing, bubbling, dripping & bouncing experiments",0,0
"Janice VanCleave's 203 icy, freezing, frosty, cool & wild experiments.",0,0
Janice VanCleave's earth science for every kid : 101 easy experiments that really work,0,0
Janice VanCleave's math for every kid : easy activities that make learning math fun,9,0
Janice VanCleave's the human body for every kid : easy activities that make learning science fun.,1,0
Janitors,59,0
The janitor's boy,8,0
January,18,0
Japan,1,0
Japan,1,0
Japan,1,0
Japan,2,0
Japan,2,1
Japan,2,1
Japan,2,2
Japan : over 40 activities to experience Japan--past and present,2,0
"Japan, the culture",4,0
"Japan, the people",0,0
Japanese American internment camps,0,0
Japanese food and drink,1,0
Japón,2,0
Jasmine : the jewel orchard,13,0
Jasmine the present fairy,39,0
"Jasmine Toguchi, flamingo keeper",12,1
"Jasmine Toguchi, mochi queen",64,1
Jason and the golden fleece,2,0
Jason's gold,0,0
Jazz baby,0,0
Jazz on a Saturday night,1,0
Jedi Academy,88,2
Jedi Academy : return of the Padawan,38,0
Jedi Academy : the force oversleeps,6,0
Jedi Academy : the phantom bully,10,0
Jedi Apprentice The Rising Force,17,0
Jedi quest : the dangerous games,15,0
Jedi quest: The trail of the Jedi,15,1
La jefa del mundo,11,1
Jefferson,7,0
Jefferson's sons : a founding father's secret children,1,1
Jellies : the life of jellyfish,6,0
Jellyfish,3,0
Jellyfish,13,0
Jennie's hat.,0,0
"Jennifer, el hada estilista",34,2
"Jennifer, too",2,0
Jeremy Bean's St. Patrick's Day,5,1
Jeremy draws a monster,13,5
Jeremy Fink and the meaning of life,5,0
"Jeremy Thatcher, dragon hatcher : a magic shop book",0,0
O Jerusalem,0,0
"Jerusalem, within these walls",0,0
Jesse Jackson : a biography,0,0
Jesse Owens,0,0
Jessi and the bad baby-sitter,0,0
"Jessi Ramsey, pet-sitter",0,0
Jessi's gold medal,1,0
The jet age,5,0
Jet airliners,24,0
Jewel Kindgom: The Emerald Princess plays a trick,19,0
The Jewel princesses and the missing crown,29,0
Jewel the midnight pony,8,0
Jewish festivals,1,0
Jigsaw Jones Mystery:The case of the stinky science project,2,0
Jim Abbott,0,0
Jim Abbott.,0,0
Jim Eisenreich,0,0
Jim Fowler's wildest places on earth.,0,0
Jim Thorpe,1,0
Jimi Hendrix,0,0
Jimmy Gownley's Amelia rules! : her three kisses,8,0
Jimmy Gownley's Amelia rules! : heroes and villains,11,0
Jimmy Gownley's Amelia rules! : into Graceland,5,0
Jimmy's boa and the big splash birthday bash,0,0
Jimmy's boa bounces back,0,0
El jinete del dragón,8,0
Jingle dancer,2,0
Jinx,61,3
Joan of Arc,0,0
A job for Wittilda,0,0
Job wanted,3,0
Joe Arco Iris y yo,1,0
"Joe-Joe the wizard brews up solids, liquids, and gases",24,0
Joey Pigza loses control,4,0
Joey Pigza swallowed the key,10,0
John Adams,1,0
John Adams,1,0
John Adams speaks for freedom,2,0
John Deere,1,0
John F. Kennedy,4,0
John F. Kennedy : voice of hope,6,0
John Henry,1,0
"John Muir, America's naturalist",0,0
"John, Paul, George & Ben",3,0
John Philip Duck,2,1
John Willy and Freddy McGee,0,0
Johnny Appleseed,3,0
Johnny Appleseed : a tall tale,1,0
Johnny Hangtime,0,0
"Johnny Mutton, he's so him!",9,1
Johnny Tremain : a novel for old & young,0,0
John's turn,4,0
Join the crow crowd!,6,0
"The jolly postman, or, Other people's letters",0,0
The Jonas Brothers,0,0
Jonrón,1,0
Jonrón!,14,0
Jorge el curioso (Curious George),21,0
Jorge el Curioso encuentra trabajo,33,0
Jorge y Marta,2,0
Josefina entra en accion : un cuento de verano,3,0
Josefina learns a lesson : a school story,2,0
The Josefina story quilt,0,0
Josefina's habichuelas = Las habichuelas de Josefina,1,0
Josefina's surprise : a Christmas story,1,0
Joseph had a little overcoat,17,2
Josephine Baker,4,0
Josephine : the dazzling life of Josephine Baker,1,0
Joshua's Masai mask,1,0
The journal of Biddy Owens : the Negro leagues,1,0
"The journal of Douglas Allen Deeds : the Donner Party expedition, 1846",0,0
"The journal of James Edmond Pease : a Civil War Union soldier, 1863",1,0
"The journal of Jasper Jonathan Pierce : a pilgrim boy, Plimoth Plantation, 1620",1,0
"The journal of Jesse Smoke : A Cherokee boy, Trail of Tears 1838",0,0
"The journal of Scott Pendleton Collins : a World War II soldier, 1944",10,0
"The journal of William Thomas Emerson : a Revolutionary War patriot, 1774",2,0
"The journal of Wong Ming-Chung : a Chinese miner, 1852",1,0
The journey,6,0
Journey,8,0
Journey across planet X,9,0
"Journey around Washington, D.C. from A to Z",6,0
"The journey : Japanese Americans, racism, and renewal",0,0
The journey of a turtle,3,1
Journey of the pale bear,10,2
The journey : stories of migration,4,1
The journey that saved Curious George : the true wartime escape of Margret and H.A. Rey,1,1
Journey through ash and smoke,6,0
Journey through China,0,0
Journey through Japan,0,1
Journey through Mexico,1,0
"A journey through the digestive system with Max Axiom, super scientist",21,0
Journey through the northern rainforest,1,0
Journey to Juno,1,0
Journey to Stonehenge,3,0
Journey to the center of that thing,0,0
A journey to the center of the earth,2,0
A journey to the New World the diary of Remember Patience Whipple : Mayflower,0,0
A journey to the New World : the diary of Remember Patience Whipple : Mayflower 1620,7,0
Journey to the river sea,0,0
Journey to the volcano palace,23,0
Joy-Grace and the dress dilemma = Joy-Grace y el dilema del vestido,0,1
"Joy, the summer vacation fairy",104,0
Joyful noise : poems for two voices,0,0
Joyful noise : poems for two voices,0,0
Juana & Lucas,7,1
Juana & Lucas. Muchos changes,4,0
Juana y Lucas,6,0
Jubal's wish,5,0
Jubela,2,0
Judaism in Israel,0,0
Judge Rabbit and the tree spirit : a folktale from Cambodia,4,0
Judo,2,0
Judy Moody,18,2
Judy Moody adivina el futuro,5,0
Judy Moody and the bad luck charm,19,1
Judy Moody declares independence,19,1
Judy Moody es detective,5,0
Judy Moody gets famous!,23,1
Judy Moody goes to college,28,1
"Judy Moody, M.D : the doctor is in!",17,1
Judy Moody predicts the future,25,1
Judy Moody salva el planeta,24,0
Judy Moody saves the world!,26,3
"Judy Moody & Stink : La loca, loca busqueda del tesoro",6,1
Judy Moody & Stink : the Holly joliday,48,1
"Judy Moody & Stink : the mad, mad, mad, mad treasure hunt",54,2
Judy Moody y la declaracion de independencia,4,0
Judy Moody y la vuelta al mundo en ocho días y medio,4,0
Judy Moody's mini-mysteries and other sneaky stuff for super sleuths,13,1
Los Juegos del Hambre,10,0
Jueves de Acción de Gracias,1,0
Jugo de pecas,0,0
Julep O'Toole : Miss Independent,5,0
Julián at the wedding,9,0
"Julian, dream doctor",1,0
Julián is a mermaid,9,0
"Julian, secret agent",0,0
Julian's glorious summer,0,0
Julie,2,0
Julie black belt : the belt of fire,31,2
Julie black belt : the Kung fu chronicles,10,1
Julie Krone,0,0
Julie of the wolves,4,1
Juliet the valentine fairy,88,2
Julieta and the diamond enigma,3,0
Juliette Low,0,0
Julio's magic,1,0
Julius,0,0
Julius,6,0
"Julius, the baby of the world",4,2
Jumanji,5,0
Jumanji,7,0
"Jump, frog, jump!",1,0
Jump! : from the life of Michael Jordan,9,0
Jump in!,5,0
Jumping kangaroos,24,1
"Jumpy, green, and croaky",1,0
Juna and Appa,0,0
Juna's jar,0,0
June,11,0
"June 29, 1999",0,0
June's wild flight,1,0
Juneteenth for Mazie,2,0
Jungle,5,0
"Jungle days, jungle nights",0,0
Jungle drums,14,2
Jungles,8,1
"Junie B. double edition : Junie B., first grader (at last!) and Junie B., first grader : toothless wonder",50,0
